,date_dt,city_code,district_code,dwell,flow_in,flow_out
21000,2017-09-07,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.084,53.83600000000001,54.07199999999999
21134,2017-09-08,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.16,56.02800000000001,55.90799999999999
21254,2017-09-09,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.168,56.26399999999999,56.11599999999999
21604,2017-09-10,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.104,59.496000000000016,59.58400000000001
21793,2017-09-11,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1359999999999997,62.168000000000006,62.04
21881,2017-09-12,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.2320000000000002,62.28399999999998,62.408
22107,2017-09-13,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.08,57.24399999999998,57.05600000000002
22335,2017-09-14,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.2440000000000002,55.11599999999999,55.284000000000006
22558,2017-09-15,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,0.98,54.72399999999998,54.672
22730,2017-09-16,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.112,56.376000000000005,56.368
23047,2017-09-17,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.164,56.60800000000001,56.51200000000002
23155,2017-09-18,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1559999999999997,60.236,60.24400000000001
23278,2017-09-19,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.2120000000000002,60.68799999999998,60.48799999999998
23587,2017-09-20,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.0959999999999996,56.984000000000016,57.10399999999998
23812,2017-09-21,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.02,56.79600000000001,56.93600000000001
23986,2017-09-22,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.084,55.31999999999998,55.12400000000002
24196,2017-09-23,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.028,55.71999999999999,55.692
24327,2017-09-24,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1559999999999997,58.50400000000001,58.51599999999999
24599,2017-09-25,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.048,57.428,57.37600000000001
24706,2017-09-26,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.2079999999999995,57.80799999999999,58.24799999999999
24999,2017-09-27,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1759999999999995,56.61600000000002,56.61199999999997
25191,2017-09-28,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1840000000000002,53.78399999999999,53.94800000000002
25378,2017-09-29,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.112,54.3,54.123999999999995
25515,2017-09-30,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.06,55.47999999999998,55.432000000000016
25863,2017-10-01,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1079999999999999,59.54000000000003,59.63199999999999
26027,2017-10-02,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.112,57.428,57.29999999999998
26170,2017-10-03,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.008,57.69600000000002,57.68000000000002
26503,2017-10-04,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.168,57.123999999999974,57.331999999999994
26696,2017-10-05,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1079999999999999,55.792,56.11200000000001
26831,2017-10-06,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1318917950125216,58.10209943350251,58.148627794742964
27076,2017-10-07,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.036,59.51199999999999,59.503999999999984
27290,2017-10-08,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.2199999999999998,60.08399999999998,59.72400000000001
27379,2017-10-09,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.16,59.67200000000002,59.55199999999997
27677,2017-10-10,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.1919999999999995,55.98000000000002,56.303999999999974
27745,2017-10-11,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.012,55.18799999999999,55.071999999999996
28105,2017-10-12,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,1.132,55.61200000000001,55.36000000000002
28196,2017-10-13,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.468,111.95200000000004,112.3
28377,2017-10-14,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.572,113.32399999999998,113.51600000000003
28567,2017-10-15,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.548,113.72799999999997,112.87200000000004
28839,2017-10-16,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.563999999999999,111.836,112.18400000000004
29161,2017-10-17,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.624,120.05200000000004,119.816
29252,2017-10-18,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.3359999999999994,116.23200000000004,116.74799999999996
29500,2017-10-19,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.468,118.18000000000002,117.98399999999998
29640,2017-10-20,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.784,113.96399999999996,114.284
29979,2017-10-21,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.6880000000000006,115.73600000000003,115.80399999999996
30135,2017-10-22,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.604,113.848,114.01600000000003
30215,2017-10-23,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.768,114.88799999999999,114.84000000000003
30543,2017-10-24,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.7880000000000007,109.91199999999996,109.93999999999998
30604,2017-10-25,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.3680000000000003,100.18000000000004,100.36400000000003
30941,2017-10-26,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.2880000000000003,98.872,98.84399999999997
31188,2017-10-27,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.16,97.368,97.63999999999996
31304,2017-10-28,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.044,98.34799999999998,98.14
31595,2017-10-29,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.3559999999999994,101.13600000000002,101.38
31701,2017-10-30,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.636,109.56400000000002,109.59599999999996
31856,2017-10-31,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.3439999999999994,101.29600000000003,101.124
32082,2017-11-01,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.096,100.728,100.98000000000002
32239,2017-11-02,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.196,98.54799999999996,98.824
32592,2017-11-03,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.008,97.20400000000004,97.19599999999996
32745,2017-11-04,0ae011769ad316b0bb0aec3297f89b81,09bcf688a9278cccb0804a112724cebd,2.1640000000000006,99.16399999999996,99.084
17957,2017-08-24,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.624,125.81200000000004,125.81200000000004
18338,2017-08-25,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.76,128.98800000000006,128.69200000000004
18509,2017-08-26,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.584,128.04000000000002,128.11199999999994
18567,2017-08-27,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.852,132.88399999999996,132.36399999999998
18887,2017-08-28,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.672,134.06799999999996,133.704
19051,2017-08-29,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.7760000000000007,132.02399999999997,132.28799999999998
19225,2017-08-30,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.612,127.93599999999998,127.85600000000001
19530,2017-08-31,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.632,128.77200000000002,128.976
19679,2017-09-01,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.640000000000001,129.78000000000003,129.99200000000005
19851,2017-09-02,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.672,128.576,128.50000000000006
20162,2017-09-03,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.8119999999999994,131.73999999999998,131.31999999999996
20291,2017-09-04,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.8240000000000003,134.28000000000003,134.16000000000003
20488,2017-09-05,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.908,135.72799999999998,135.57600000000002
20674,2017-09-06,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.7119999999999997,132.06000000000006,132.22399999999996
20937,2017-09-07,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.684,128.14,127.932
21061,2017-09-08,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.696,129.30799999999996,128.91599999999997
21380,2017-09-09,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.88,129.66000000000003,129.46399999999997
21480,2017-09-10,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.66,134.18799999999993,134.352
21712,2017-09-11,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.8960000000000012,140.35600000000002,140.41599999999994
21988,2017-09-12,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,2.888,139.86800000000002,140.20400000000004
22146,2017-09-13,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.531999999999999,187.94000000000003,187.81599999999992
22283,2017-09-14,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.291999999999999,187.272,186.23199999999997
22596,2017-09-15,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.644,191.08000000000007,191.24399999999997
22704,2017-09-16,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.444000000000001,190.61200000000008,189.81600000000003
22890,2017-09-17,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.616000000000001,195.69600000000008,195.94400000000007
23088,2017-09-18,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.524,197.25600000000009,197.0
23268,2017-09-19,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.604,196.72799999999992,196.44799999999992
23663,2017-09-20,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.548,193.428,193.48799999999997
23770,2017-09-21,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.7559999999999985,190.04000000000005,190.27599999999998
23883,2017-09-22,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.700000000000001,194.64,194.528
24227,2017-09-23,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.584,189.86000000000004,190.672
24353,2017-09-24,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.6320000000000014,196.7800000000001,197.176
24622,2017-09-25,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.752,199.97599999999997,199.37999999999997
24747,2017-09-26,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.703999999999999,197.59599999999998,197.42
25033,2017-09-27,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.812,194.50799999999995,194.62
25196,2017-09-28,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.672,194.21599999999995,193.95599999999993
25345,2017-09-29,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.539999999999999,193.73200000000003,193.648
25627,2017-09-30,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.360000000000001,190.684,190.4
25776,2017-10-01,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.416,188.248,188.248
25945,2017-10-02,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.688,192.20399999999995,191.93999999999997
26156,2017-10-03,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.6,187.74000000000004,188.732
26358,2017-10-04,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.531999999999999,189.91599999999997,189.64000000000007
26543,2017-10-05,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.612,191.13600000000002,192.0240000000001
26741,2017-10-06,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.5003543244689,190.8460114428441,190.90779576274025
27023,2017-10-07,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.38,190.744,190.48
27275,2017-10-08,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.48,191.59200000000007,191.49599999999992
27497,2017-10-09,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.543999999999999,193.34800000000004,193.21599999999998
27585,2017-10-10,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.6080000000000005,192.71199999999996,193.38
27798,2017-10-11,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.38,188.16000000000003,187.896
28047,2017-10-12,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,4.448000000000001,185.804,186.41600000000003
28321,2017-10-13,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.2079999999999995,48.64000000000001,48.78399999999999
28470,2017-10-14,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.112,45.31600000000001,45.39999999999999
28680,2017-10-15,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.1719999999999997,47.236,47.34399999999999
28791,2017-10-16,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.1960000000000002,50.06,49.94
28977,2017-10-17,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.1960000000000002,50.96,51.46000000000001
29203,2017-10-18,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.048,43.59200000000001,43.492
29428,2017-10-19,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.072,45.74400000000001,45.976000000000006
29776,2017-10-20,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.052,45.071999999999996,45.216
29843,2017-10-21,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.052,45.57199999999999,45.888000000000005
30147,2017-10-22,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.2360000000000002,45.79600000000002,45.9
30291,2017-10-23,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.2600000000000002,47.263999999999996,47.284
30578,2017-10-24,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.1960000000000002,47.084,47.032
30686,2017-10-25,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.8800000000000001,38.516,38.504
30949,2017-10-26,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.924,39.248004,39.004
31096,2017-10-27,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.8759999999999999,38.84,39.048
31244,2017-10-28,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.936,38.048,38.268
31523,2017-10-29,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.976,39.29999999999999,39.41599999999999
31777,2017-10-30,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.1719999999999997,44.35600000000001,44.47200000000001
32026,2017-10-31,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,1.044,40.31199999999999,40.21600000000001
32074,2017-11-01,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.996,40.96000000000001,40.804
32308,2017-11-02,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.736,37.43999999999999,37.492
32448,2017-11-03,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.936,36.05599999999999,35.931999999999995
32788,2017-11-04,0ae011769ad316b0bb0aec3297f89b81,1ee792b0e8a4692d66e60f8d7beee5fe,0.8920000000000001,35.78000000000001,35.72
18140,2017-08-24,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.88,131.17600000000004,131.63200000000006
18304,2017-08-25,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.968,133.17200000000003,132.60399999999996
18443,2017-08-26,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.952,139.43200000000002,139.52400000000003
18701,2017-08-27,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.2239999999999998,148.06399999999996,147.73599999999996
18911,2017-08-28,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.2360000000000007,152.22400000000005,150.96399999999997
19172,2017-08-29,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.176,147.556,148.71200000000002
19357,2017-08-30,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9160000000000004,144.56000000000003,144.46800000000005
19427,2017-08-31,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.08,136.70000000000005,136.25600000000003
19657,2017-09-01,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.212,142.60399999999998,142.592
19960,2017-09-02,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.0200000000000005,139.924,139.73999999999998
20013,2017-09-03,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.2319999999999998,146.53600000000003,145.13599999999997
20314,2017-09-04,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9960000000000004,147.73599999999996,146.9960000000001
20431,2017-09-05,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.4160000000000004,148.72000000000006,150.51600000000005
20715,2017-09-06,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.8999999999999995,148.90799999999996,149.36400000000006
20912,2017-09-07,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.8840000000000003,140.35199999999998,140.02800000000002
21086,2017-09-08,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.216,139.37600000000003,139.50000000000006
21392,2017-09-09,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.088,137.37599999999995,137.36
21550,2017-09-10,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.952,148.40399999999994,147.164
21784,2017-09-11,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.204,149.61999999999995,148.84399999999997
21902,2017-09-12,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,3.3160000000000007,153.2279999999999,154.31999999999994
22048,2017-09-13,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9360000000000004,137.07200000000006,137.116
22408,2017-09-14,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.804,136.32,136.17600000000002
22581,2017-09-15,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.684,132.24800000000005,132.75200000000007
22744,2017-09-16,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.7999999999999994,133.584,133.32799999999997
22949,2017-09-17,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.8480000000000008,143.732,141.96399999999997
23101,2017-09-18,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.7039999999999997,143.26399999999995,142.4720000000001
23409,2017-09-19,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9760000000000004,147.84399999999997,148.64
23575,2017-09-20,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9360000000000004,144.28799999999998,144.34
23698,2017-09-21,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.844,135.97999999999996,136.216
23870,2017-09-22,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.74,136.35600000000005,135.68400000000003
24153,2017-09-23,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.563999999999999,133.50400000000002,133.26000000000002
24395,2017-09-24,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.8080000000000003,145.184,143.80399999999997
24580,2017-09-25,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9960000000000004,145.38800000000003,144.67199999999997
24776,2017-09-26,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9760000000000004,151.24000000000004,152.36399999999998
24941,2017-09-27,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.8400000000000003,139.50799999999998,140.17999999999998
25165,2017-09-28,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.7880000000000007,136.24400000000006,136.124
25379,2017-09-29,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.88,139.63999999999996,139.28799999999993
25570,2017-09-30,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.9119999999999995,135.09200000000004,134.81199999999998
25844,2017-10-01,0ae011769ad316b0bb0aec3297f89b81,23bacd9149538aaa4fc57c0f0f2df54c,2.888,146.136,144.884
